=== JETPACK MOVEMENT LOG ===
Application started: 2025-12-07 12:00:56
==================================================
[12:00:58] Monitoring 300 jetpacks in New York
[12:23:46] COWBOY-111 moving 🚀 Northwest (195 units)
[12:23:46] COWBOY-111 🚀 heading to parking DAL-P130
[12:23:46] STARS-43 moving 🚀 Northwest (522 units)
[12:23:46] STARS-43 🚀 heading to parking DAL-P202
[12:23:46] MUSTANG-105 ✓ landed at DAL-P161 (parking for ~52s)
[12:23:46] PRAIRIE-19 moving 🚀 Northwest (1531 units)
[12:23:46] HORIZON-230 moving 🚀 Southwest (761 units)
[12:23:46] MAVS-42 🚀 departing from DAL-P200
[12:23:46] PRAIRIE-9 moving 🚀 Northeast (921 units)
[12:23:46] MAVS-12 moving 🚀 East (379 units)
[12:23:46] MAVS-172 ✓ landed at DAL-P98 (parking for ~56s)
[12:23:46] HORIZON-230 moving 🚀 Southwest (1604 units)
[12:23:46] HORIZON-230 🚀 heading to parking DAL-P200
[12:23:46] BRONCO-296 ✓ landed at DAL-P244 (parking for ~62s)
[12:23:47] COWBOY-281 ✓ landed at DAL-P40 (parking for ~88s)
[12:23:47] ARMADILLO-158 🚀 departing from DAL-P194
[12:23:47] HORIZON-190 🚀 departing from DAL-P131
[12:23:47] MAVS-42 moving 🚀 Northeast (1060 units)
[12:23:47] MAVS-42 🚀 heading to parking DAL-P128
[12:23:47] ARMADILLO-108 ✓ landed at DAL-P118 (parking for ~42s)
[12:23:47] PRAIRIE-139 🚀 departing from DAL-P181
[12:23:47] BRONCO-56 ✓ landed at DAL-P117 (parking for ~76s)
[12:23:47] HORIZON-190 moving 🚀 East (1292 units)
[12:23:47] HORIZON-190 🚀 heading to parking DAL-P177
[12:23:47] ARMADILLO-228 ✓ landed at DAL-P156 (parking for ~54s)
[12:23:47] ARMADILLO-278 ✓ landed at DAL-P246 (parking for ~66s)
[12:23:47] LONGHORN-97 🚀 departing from DAL-P256
[12:23:47] ARMADILLO-98 🚀 departing from DAL-P121
[12:23:47] RANGER-294 🚀 departing from DAL-P191
[12:23:47] ARMADILLO-158 moving 🚀 Northwest (352 units)
[12:23:47] ARMADILLO-158 🚀 heading to parking DAL-P182
[12:23:47] COWBOY-131 ✓ landed at DAL-P297 (parking for ~60s)
[12:23:47] LONGHORN-97 moving 🚀 Northeast (462 units)
[12:23:47] LONGHORN-97 🚀 heading to parking DAL-P232
[12:23:47] PRAIRIE-49 ✓ landed at DAL-P76 (parking for ~66s)
[12:23:47] ARMADILLO-98 moving 🚀 Northeast (237 units)
[12:23:47] ARMADILLO-98 🚀 heading to parking DAL-P182
[12:23:47] RANGER-104 ✓ landed at DAL-P96 (parking for ~66s)
[12:23:47] PRAIRIE-189 ✓ landed at DAL-P293 (parking for ~78s)
[12:23:47] MUSTANG-255 🚀 departing from DAL-P52
[12:23:47] RANGER-294 moving 🚀 North (1022 units)
[12:23:47] RANGER-294 🚀 heading to parking DAL-P104
[12:23:48] STARS-193 🚀 departing from DAL-P286
[12:23:48] BRONCO-286 ✓ landed at DAL-P148 (parking for ~70s)
[12:23:48] PRAIRIE-269 ✓ landed at DAL-P171 (parking for ~30s)
[12:23:48] STARS-193 moving 🚀 North (983 units)
[12:23:48] STARS-193 🚀 heading to parking DAL-P72
[12:23:48] MUSTANG-255 moving 🚀 Northwest (21 units)
[12:23:48] MUSTANG-255 🚀 heading to parking DAL-P52
[12:23:48] MUSTANG-105 🚀 departing from DAL-P161
[12:23:48] MUSTANG-255 ✓ landed at DAL-P52 (parking for ~56s)
[12:23:48] BRONCO-276 ✓ landed at DAL-P99 (parking for ~64s)
[12:23:48] ARMADILLO-298 🚀 departing from DAL-P63
[12:23:48] STARS-263 ✓ landed at DAL-P216 (parking for ~52s)
[12:23:48] PRAIRIE-139 moving 🚀 West (1015 units)
[12:23:48] PRAIRIE-139 🚀 heading to parking DAL-P10
[12:23:48] STARS-53 ✓ landed at DAL-P179 (parking for ~90s)
[12:23:48] ARMADILLO-298 moving 🚀 East (1010 units)
[12:23:48] ARMADILLO-298 🚀 heading to parking DAL-P119
[12:23:48] STARS-73 ✓ landed at DAL-P153 (parking for ~74s)
[12:23:48] MUSTANG-105 moving 🚀 South (672 units)
[12:23:48] MUSTANG-105 🚀 heading to parking DAL-P222
[12:23:48] MUSTANG-155 ✓ landed at DAL-P176 (parking for ~74s)
[12:23:48] MAVS-172 🚀 departing from DAL-P98
[12:23:48] PRAIRIE-249 ✓ landed at DAL-P292 (parking for ~32s)
[12:23:48] RANGER-254 ✓ landed at DAL-P140 (parking for ~58s)
[12:23:48] ARMADILLO-108 🚀 departing from DAL-P118
[12:23:48] MAVS-172 moving 🚀 South (699 units)
[12:23:48] MAVS-172 🚀 heading to parking DAL-P43
[12:23:49] BRONCO-16 moving 🚀 North (558 units)
[12:23:49] BRONCO-296 🚀 departing from DAL-P244
[12:23:49] BRONCO-196 ✓ landed at DAL-P299 (parking for ~62s)
[12:23:49] RANGER-214 ✓ landed at DAL-P203 (parking for ~50s)
[12:23:49] PRAIRIE-269 🚀 departing from DAL-P171
[12:23:49] MAVS-142 ✓ landed at DAL-P177 (parking for ~52s)
[12:23:49] MAVS-152 ✓ landed at DAL-P197 (parking for ~76s)
[12:23:49] ARMADILLO-88 ✓ landed at DAL-P220 (parking for ~90s)
[12:23:49] MUSTANG-125 ✓ landed at DAL-P237 (parking for ~70s)
[12:23:49] ARMADILLO-228 🚀 departing from DAL-P156
[12:23:49] COWBOY-61 ✓ landed at DAL-P256 (parking for ~56s)
[12:23:49] PRAIRIE-129 ✓ landed at DAL-P185 (parking for ~42s)
[12:23:49] BRONCO-206 ✓ landed at DAL-P24 (parking for ~44s)
[12:23:49] COWBOY-51 ✓ landed at DAL-P161 (parking for ~30s)
[12:23:49] BRONCO-296 moving 🚀 West (510 units)
[12:23:49] BRONCO-296 🚀 heading to parking DAL-P46
[12:23:49] ARMADILLO-108 moving 🚀 Northeast (555 units)
[12:23:49] RANGER-144 ✓ landed at DAL-P157 (parking for ~52s)
[12:23:49] ARMADILLO-228 moving 🚀 East (859 units)
[12:23:49] ARMADILLO-228 🚀 heading to parking DAL-P80
[12:23:50] COWBOY-131 🚀 departing from DAL-P297
[12:23:50] PRAIRIE-249 🚀 departing from DAL-P292
[12:23:50] ARMADILLO-278 🚀 departing from DAL-P246
[12:23:50] COWBOY-131 moving 🚀 West (579 units)
[12:23:50] COWBOY-131 🚀 heading to parking DAL-P246
[12:23:50] COWBOY-201 ✓ landed at DAL-P31 (parking for ~80s)
[12:23:50] PRAIRIE-249 moving 🚀 North (940 units)
[12:23:50] PRAIRIE-249 🚀 heading to parking DAL-P10
[12:23:50] PRAIRIE-269 moving 🚀 Northwest (249 units)
[12:23:50] BRONCO-106 ✓ landed at DAL-P170 (parking for ~66s)
[12:23:50] STARS-263 🚀 departing from DAL-P216
[12:23:50] COWBOY-281 🚀 departing from DAL-P40
[12:23:50] LONGHORN-217 ✓ landed at DAL-P83 (parking for ~82s)
[12:23:50] MUSTANG-255 🚀 departing from DAL-P52
[12:23:50] STARS-263 moving 🚀 Southeast (1119 units)
[12:23:50] STARS-263 🚀 heading to parking DAL-P273
[12:23:50] ARMADILLO-278 moving 🚀 Northwest (746 units)
[12:23:50] ARMADILLO-278 🚀 heading to parking DAL-P82
[12:23:50] PRAIRIE-49 🚀 departing from DAL-P76
[12:23:50] BRONCO-56 🚀 departing from DAL-P117
[12:23:50] LONGHORN-57 ✓ landed at DAL-P134 (parking for ~72s)
[12:23:50] RANGER-104 🚀 departing from DAL-P96
[12:23:50] PRAIRIE-269 moving 🚀 Southeast (413 units)
[12:23:50] PRAIRIE-269 🚀 heading to parking DAL-P245
[12:23:50] COWBOY-281 moving 🚀 Northeast (915 units)
[12:23:50] COWBOY-281 🚀 heading to parking DAL-P230
[12:23:50] BRONCO-36 moving 🚀 Northwest (401 units)
[12:23:50] ARMADILLO-108 moving 🚀 Southwest (614 units)
[12:23:50] ARMADILLO-108 🚀 heading to parking DAL-P298
[12:23:50] BRONCO-276 🚀 departing from DAL-P99
[12:23:50] BRONCO-286 🚀 departing from DAL-P148
[12:23:50] STARS-253 ✓ landed at DAL-P168 (parking for ~58s)
[12:23:50] ARMADILLO-288 ✓ landed at DAL-P165 (parking for ~32s)
[12:23:50] HORIZON-300 ✓ landed at DAL-P116 (parking for ~38s)
[12:23:50] MUSTANG-135 ✓ landed at DAL-P284 (parking for ~44s)
[12:23:50] PRAIRIE-49 moving 🚀 South (161 units)
[12:23:50] PRAIRIE-49 🚀 heading to parking DAL-P206
[12:23:50] RANGER-104 moving 🚀 North (1133 units)
[12:23:50] RANGER-104 🚀 heading to parking DAL-P128
[12:23:50] PRAIRIE-189 🚀 departing from DAL-P293
[12:23:50] COWBOY-51 🚀 departing from DAL-P161
[12:23:50] BRONCO-56 moving 🚀 South (437 units)
[12:23:50] BRONCO-56 🚀 heading to parking DAL-P126
[12:23:50] MAVS-72 ✓ landed at DAL-P269 (parking for ~84s)
[12:23:50] STARS-103 ✓ landed at DAL-P250 (parking for ~76s)
[12:23:51] STARS-83 ✓ landed at DAL-P2 (parking for ~66s)
[12:23:51] MUSTANG-255 moving 🚀 Southeast (1075 units)
[12:23:51] COWBOY-11 moving 🚀 Southeast (547 units)
[12:23:51] PRAIRIE-189 moving 🚀 Southeast (474 units)
[12:23:51] PRAIRIE-189 🚀 heading to parking DAL-P278
[12:23:51] RANGER-214 🚀 departing from DAL-P203
[12:23:51] RANGER-254 🚀 departing from DAL-P140
[12:23:51] COWBOY-51 moving 🚀 Northwest (112 units)
[12:23:51] COWBOY-51 🚀 heading to parking DAL-P171
[12:23:51] MAVS-2 moving 🚀 Northeast (643 units)
[12:23:51] RANGER-14 moving 🚀 Northeast (594 units)
[12:23:51] PRAIRIE-129 🚀 departing from DAL-P185
[12:23:51] MAVS-142 🚀 departing from DAL-P177
[12:23:51] HORIZON-80 ✓ landed at DAL-P48 (parking for ~60s)
[12:23:51] HORIZON-200 ✓ landed at DAL-P223 (parking for ~50s)
[12:23:51] STARS-73 🚀 departing from DAL-P153
[12:23:51] BRONCO-206 🚀 departing from DAL-P24
[12:23:51] BRONCO-276 moving 🚀 Northwest (472 units)
[12:23:51] BRONCO-276 🚀 heading to parking DAL-P292
[12:23:51] BRONCO-286 moving 🚀 West (776 units)
[12:23:51] BRONCO-286 🚀 heading to parking DAL-P283
[12:23:51] STARS-213 ✓ landed at DAL-P226 (parking for ~78s)
[12:23:51] MUSTANG-5 moving 🚀 North (902 units)
[12:23:51] STARS-33 moving 🚀 Northwest (738 units)
[12:23:51] STARS-73 moving 🚀 Northeast (997 units)
[12:23:51] STARS-73 🚀 heading to parking DAL-P161
[12:23:51] BRONCO-196 🚀 departing from DAL-P299
[12:23:51] RANGER-214 moving 🚀 Northwest (856 units)
[12:23:51] RANGER-214 🚀 heading to parking DAL-P291
[12:23:51] RANGER-254 moving 🚀 East (858 units)
[12:23:51] RANGER-254 🚀 heading to parking DAL-P91
[12:23:51] MAVS-142 moving 🚀 West (620 units)
[12:23:51] MAVS-142 🚀 heading to parking DAL-P124
[12:23:51] MUSTANG-155 🚀 departing from DAL-P176
[12:23:51] BRONCO-196 moving 🚀 South (46 units)
[12:23:51] BRONCO-196 🚀 heading to parking DAL-P214
[12:23:51] MUSTANG-235 ✓ landed at DAL-P216 (parking for ~54s)
[12:23:51] COWBOY-161 ✓ landed at DAL-P40 (parking for ~68s)
[12:23:51] RANGER-264 ✓ landed at DAL-P270 (parking for ~36s)
[12:23:51] COWBOY-61 🚀 departing from DAL-P256
[12:23:51] BRONCO-166 ✓ landed at DAL-P268 (parking for ~42s)
[12:23:51] BRONCO-206 moving 🚀 Southwest (1391 units)
[12:23:51] BRONCO-206 🚀 heading to parking DAL-P18
[12:23:51] RANGER-144 🚀 departing from DAL-P157
[12:23:52] STARS-53 🚀 departing from DAL-P179
[12:23:52] ARMADILLO-288 🚀 departing from DAL-P165
[12:23:52] PRAIRIE-289 ✓ landed at DAL-P94 (parking for ~52s)
[12:23:52] COWBOY-61 moving 🚀 North (903 units)
[12:23:52] COWBOY-61 🚀 heading to parking DAL-P259
[12:23:52] RANGER-144 moving 🚀 South (1101 units)
[12:23:52] RANGER-144 🚀 heading to parking DAL-P85
[12:23:52] LONGHORN-227 ✓ landed at DAL-P69 (parking for ~76s)
[12:23:52] PRAIRIE-129 moving 🚀 Northwest (865 units)
[12:23:52] PRAIRIE-129 moving 🚀 Northwest (806 units)
[12:23:52] PRAIRIE-129 🚀 heading to parking DAL-P3
[12:23:52] HORIZON-170 ✓ landed at DAL-P136 (parking for ~56s)
[12:23:52] HORIZON-300 🚀 departing from DAL-P116
[12:23:52] MUSTANG-125 🚀 departing from DAL-P237
[12:23:52] BRONCO-256 ✓ landed at DAL-P199 (parking for ~48s)
[12:23:52] ARMADILLO-288 moving 🚀 Southwest (370 units)
[12:23:52] ARMADILLO-288 🚀 heading to parking DAL-P86
[12:23:52] MAVS-152 🚀 departing from DAL-P197
[12:23:52] BRONCO-196 ✓ landed at DAL-P214 (parking for ~56s)
[12:23:52] STARS-53 moving 🚀 West (1243 units)
[12:23:52] STARS-53 🚀 heading to parking DAL-P63
[12:23:52] MUSTANG-155 moving 🚀 Southeast (916 units)
[12:23:52] MUSTANG-155 🚀 heading to parking DAL-P43
[12:23:52] STARS-203 ✓ landed at DAL-P186 (parking for ~80s)
[12:23:52] HORIZON-300 moving 🚀 East (1154 units)
[12:23:52] HORIZON-300 🚀 heading to parking DAL-P175
[12:23:52] HORIZON-60 ✓ landed at DAL-P256 (parking for ~60s)
[12:23:52] LONGHORN-107 ✓ landed at DAL-P145 (parking for ~86s)
[12:23:52] COWBOY-111 ✓ landed at DAL-P130 (parking for ~42s)
[12:23:52] MUSTANG-125 moving 🚀 West (586 units)
[12:23:52] MUSTANG-125 🚀 heading to parking DAL-P212
[12:23:52] MUSTANG-135 🚀 departing from DAL-P284
[12:23:52] BRONCO-216 ✓ landed at DAL-P150 (parking for ~72s)
[12:23:52] COWBOY-21 moving 🚀 Northwest (1080 units)
[12:23:52] BRONCO-76 ✓ landed at DAL-P66 (parking for ~76s)
[12:23:52] ARMADILLO-188 ✓ landed at DAL-P18 (parking for ~50s)
[12:23:53] BRONCO-106 🚀 departing from DAL-P170
[12:23:53] MAVS-152 moving 🚀 Northwest (979 units)
[12:23:53] MAVS-152 🚀 heading to parking DAL-P202
[12:23:53] MUSTANG-255 moving 🚀 Southeast (1673 units)
[12:23:53] MUSTANG-255 🚀 heading to parking DAL-P273
[12:23:53] ARMADILLO-88 🚀 departing from DAL-P220
[12:23:53] MUSTANG-135 moving 🚀 East (490 units)
[12:23:53] MUSTANG-135 🚀 heading to parking DAL-P274
[12:23:53] MAVS-192 ✓ landed at DAL-P295 (parking for ~64s)
[12:23:53] STARS-253 🚀 departing from DAL-P168
[12:23:53] STARS-273 ✓ landed at DAL-P143 (parking for ~54s)
[12:23:53] RANGER-264 🚀 departing from DAL-P270
[12:23:53] BRONCO-6 moving 🚀 East (1069 units)
[12:23:53] LONGHORN-57 🚀 departing from DAL-P134
[12:23:53] COWBOY-201 🚀 departing from DAL-P31
[12:23:53] MAVS-292 ✓ landed at DAL-P83 (parking for ~72s)
[12:23:53] HORIZON-200 🚀 departing from DAL-P223
[12:23:53] RANGER-274 ✓ landed at DAL-P7 (parking for ~76s)
[12:23:53] RANGER-114 ✓ landed at DAL-P244 (parking for ~40s)
[12:23:53] STARS-253 moving 🚀 Southwest (784 units)
[12:23:53] STARS-253 🚀 heading to parking DAL-P82
[12:23:53] BRONCO-166 🚀 departing from DAL-P268
[12:23:53] LONGHORN-217 🚀 departing from DAL-P83
[12:23:53] MUSTANG-55 ✓ landed at DAL-P146 (parking for ~44s)
[12:23:53] LONGHORN-57 moving 🚀 West (516 units)
[12:23:53] LONGHORN-57 🚀 heading to parking DAL-P294
[12:23:53] STARS-83 🚀 departing from DAL-P2
[12:23:53] BRONCO-166 moving 🚀 South (402 units)
[12:23:53] BRONCO-166 🚀 heading to parking DAL-P249
[12:23:53] COWBOY-201 moving 🚀 South (1073 units)
[12:23:53] COWBOY-201 🚀 heading to parking DAL-P75
[12:23:53] HORIZON-80 🚀 departing from DAL-P48
[12:23:53] HORIZON-200 moving 🚀 South (149 units)
[12:23:53] HORIZON-200 🚀 heading to parking DAL-P104
[12:23:53] MAVS-82 ✓ landed at DAL-P20 (parking for ~40s)
[12:23:53] MUSTANG-235 🚀 departing from DAL-P216
[12:23:54] ARMADILLO-88 moving 🚀 Southeast (767 units)
[12:23:54] BRONCO-106 moving 🚀 West (425 units)
[12:23:54] STARS-103 🚀 departing from DAL-P250
[12:23:54] HORIZON-80 moving 🚀 East (560 units)
[12:23:54] HORIZON-80 🚀 heading to parking DAL-P121
[12:23:54] MUSTANG-165 ✓ landed at DAL-P40 (parking for ~68s)
[12:23:54] PRAIRIE-289 🚀 departing from DAL-P94
[12:23:54] MUSTANG-15 moving 🚀 North (1003 units)
[12:23:54] MAVS-202 ✓ landed at DAL-P63 (parking for ~46s)
[12:23:54] RANGER-4 moving 🚀 Southeast (558 units)
[12:23:54] STARS-103 moving 🚀 North (708 units)
[12:23:54] STARS-103 🚀 heading to parking DAL-P135
[12:23:54] BRONCO-106 moving 🚀 Southwest (1404 units)
[12:23:54] BRONCO-106 🚀 heading to parking DAL-P50
[12:23:54] COWBOY-111 🚀 departing from DAL-P130
[12:23:54] COWBOY-121 ✓ landed at DAL-P76 (parking for ~58s)
[12:23:54] BRONCO-256 🚀 departing from DAL-P199
[12:23:54] COWBOY-31 moving 🚀 Southeast (931 units)
[12:23:54] MAVS-72 🚀 departing from DAL-P269
[12:23:54] BRONCO-256 moving 🚀 South (654 units)
[12:23:54] BRONCO-256 🚀 heading to parking DAL-P95
[12:23:54] RANGER-264 moving 🚀 South (261 units)
[12:23:54] PRAIRIE-289 moving 🚀 North (584 units)
[12:23:54] PRAIRIE-289 🚀 heading to parking DAL-P37
[12:23:54] HORIZON-140 ✓ landed at DAL-P267 (parking for ~88s)
[12:23:54] LONGHORN-217 moving 🚀 East (614 units)
[12:23:54] STARS-83 moving 🚀 South (567 units)
[12:23:54] STARS-83 🚀 heading to parking DAL-P93
[12:23:54] COWBOY-111 moving 🚀 South (1315 units)
[12:23:54] COWBOY-111 🚀 heading to parking DAL-P127
[12:23:54] COWBOY-161 🚀 departing from DAL-P40
[12:23:54] HORIZON-170 🚀 departing from DAL-P136
[12:23:54] COWBOY-51 ✓ landed at DAL-P171 (parking for ~50s)
[12:23:54] MAVS-72 moving 🚀 West (515 units)
[12:23:54] MAVS-72 🚀 heading to parking DAL-P202
[12:23:54] BRONCO-196 🚀 departing from DAL-P214
[12:23:54] STARS-213 🚀 departing from DAL-P226
[12:23:54] COWBOY-231 ✓ landed at DAL-P125 (parking for ~88s)
[12:23:54] LONGHORN-207 ✓ landed at DAL-P40 (parking for ~56s)
[12:23:54] COWBOY-241 ✓ landed at DAL-P188 (parking for ~64s)
[12:23:54] ARMADILLO-188 🚀 departing from DAL-P18
[12:23:54] MUSTANG-235 moving 🚀 Northeast (450 units)
[12:23:54] ARMADILLO-88 moving 🚀 Northeast (1216 units)
[12:23:54] ARMADILLO-88 🚀 heading to parking DAL-P258
[12:23:54] STARS-143 ✓ landed at DAL-P273 (parking for ~60s)
[12:23:54] ARMADILLO-188 moving 🚀 Northeast (877 units)
[12:23:54] ARMADILLO-188 🚀 heading to parking DAL-P187
[12:23:54] BRONCO-196 moving 🚀 Southeast (692 units)
[12:23:54] BRONCO-196 🚀 heading to parking DAL-P248
[12:23:54] STARS-213 moving 🚀 Northeast (1280 units)
[12:23:54] STARS-213 🚀 heading to parking DAL-P144
[12:23:55] HORIZON-60 🚀 departing from DAL-P256
[12:23:55] HORIZON-60 moving 🚀 North (151 units)
[12:23:55] HORIZON-60 🚀 heading to parking DAL-P201
[12:23:55] RANGER-114 🚀 departing from DAL-P244
[12:23:55] COWBOY-101 ✓ landed at DAL-P175 (parking for ~58s)
[12:23:55] COWBOY-161 moving 🚀 Northeast (880 units)
[12:23:55] COWBOY-161 🚀 heading to parking DAL-P154
[12:23:55] LONGHORN-227 🚀 departing from DAL-P69
[12:23:55] STARS-273 🚀 departing from DAL-P143
[12:23:55] RANGER-114 moving 🚀 Southwest (1047 units)
[12:23:55] RANGER-114 🚀 heading to parking DAL-P294
[12:23:55] BRONCO-156 ✓ landed at DAL-P261 (parking for ~50s)
[12:23:55] LONGHORN-227 moving 🚀 North (864 units)
[12:23:55] LONGHORN-227 🚀 heading to parking DAL-P22
[12:23:55] RANGER-264 moving 🚀 Southeast (334 units)
[12:23:55] RANGER-264 🚀 heading to parking DAL-P138
[12:23:55] MUSTANG-55 🚀 departing from DAL-P146
[12:23:55] MAVS-82 🚀 departing from DAL-P20
[12:23:55] PRAIRIE-149 ✓ landed at DAL-P232 (parking for ~58s)
[12:23:55] HORIZON-170 moving 🚀 West (781 units)
[12:23:55] BRONCO-216 🚀 departing from DAL-P150
[12:23:55] LONGHORN-217 moving 🚀 Northwest (308 units)
[12:23:55] LONGHORN-217 🚀 heading to parking DAL-P216
[12:23:55] MUSTANG-55 moving 🚀 Northeast (1302 units)
[12:23:55] MUSTANG-55 🚀 heading to parking DAL-P279
[12:23:55] MAVS-82 moving 🚀 Northwest (1275 units)
[12:23:55] MAVS-82 🚀 heading to parking DAL-P280
[12:23:55] HORIZON-170 moving 🚀 Southwest (290 units)
[12:23:55] HORIZON-170 🚀 heading to parking DAL-P106
[12:23:55] MUSTANG-235 moving 🚀 Northeast (253 units)
[12:23:55] MUSTANG-235 🚀 heading to parking DAL-P39
[12:23:55] MAVS-192 🚀 departing from DAL-P295
[12:23:55] HORIZON-100 ✓ landed at DAL-P260 (parking for ~62s)
[12:23:55] STARS-203 🚀 departing from DAL-P186
[12:23:55] MAVS-252 ✓ landed at DAL-P207 (parking for ~48s)
[12:23:56] BRONCO-76 🚀 departing from DAL-P66
[12:23:56] BRONCO-216 moving 🚀 North (1413 units)
[12:23:56] BRONCO-216 🚀 heading to parking DAL-P269
[12:23:56] BRONCO-126 ✓ landed at DAL-P109 (parking for ~66s)
[12:23:56] LONGHORN-247 ✓ landed at DAL-P241 (parking for ~70s)
[12:23:56] STARS-273 moving 🚀 Southeast (1144 units)
[12:23:56] STARS-273 🚀 heading to parking DAL-P89
[12:23:56] ARMADILLO-38 moving 🚀 South (1213 units)
[12:23:56] LONGHORN-47 ✓ landed at DAL-P254 (parking for ~76s)
[12:23:56] MAVS-192 moving 🚀 East (605 units)
[12:23:56] MAVS-192 🚀 heading to parking DAL-P105
[12:23:56] LONGHORN-107 🚀 departing from DAL-P145
[12:23:56] COWBOY-141 ✓ landed at DAL-P276 (parking for ~60s)
[12:23:56] MAVS-202 🚀 departing from DAL-P63
[12:23:56] ARMADILLO-98 ✓ landed at DAL-P182 (parking for ~34s)
[12:23:56] PRAIRIE-49 ✓ landed at DAL-P206 (parking for ~54s)
[12:23:56] MAVS-292 🚀 departing from DAL-P83
[12:23:56] MAVS-292 moving 🚀 South (700 units)
[12:23:56] MAVS-292 🚀 heading to parking DAL-P211
[12:23:56] STARS-113 ✓ landed at DAL-P188 (parking for ~84s)
[12:23:56] MAVS-202 moving 🚀 South (183 units)
[12:23:56] MAVS-202 🚀 heading to parking DAL-P82
[12:23:56] RANGER-274 🚀 departing from DAL-P7
[12:23:56] MAVS-182 ✓ landed at DAL-P182 (parking for ~46s)
[12:23:56] COWBOY-51 🚀 departing from DAL-P171
[12:23:56] LONGHORN-107 moving 🚀 Southwest (619 units)
[12:23:56] LONGHORN-107 🚀 heading to parking DAL-P196
[12:23:56] COWBOY-121 🚀 departing from DAL-P76
[12:23:56] PRAIRIE-179 ✓ landed at DAL-P236 (parking for ~52s)
[12:23:56] STARS-203 moving 🚀 North (795 units)
[12:23:57] COWBOY-121 moving 🚀 Southeast (136 units)
[12:23:57] COWBOY-121 🚀 heading to parking DAL-P160
[12:23:57] STARS-203 moving 🚀 Northwest (644 units)
[12:23:57] STARS-203 🚀 heading to parking DAL-P35
[12:23:57] MAVS-22 moving 🚀 North (573 units)
[12:23:57] MUSTANG-165 🚀 departing from DAL-P40
[12:23:57] STARS-233 ✓ landed at DAL-P128 (parking for ~80s)
[12:23:57] HORIZON-240 ✓ landed at DAL-P230 (parking for ~86s)
[12:23:57] BRONCO-76 moving 🚀 Southeast (1392 units)
[12:23:57] LONGHORN-207 🚀 departing from DAL-P40
[12:23:57] ARMADILLO-118 ✓ landed at DAL-P88 (parking for ~70s)
[12:23:57] MUSTANG-165 moving 🚀 North (1011 units)
[12:23:57] MUSTANG-165 🚀 heading to parking DAL-P143
[12:23:57] COWBOY-51 moving 🚀 South (392 units)
[12:23:57] COWBOY-51 🚀 heading to parking DAL-P185
[12:23:57] MUSTANG-95 ✓ landed at DAL-P155 (parking for ~68s)
[12:23:57] STARS-143 🚀 departing from DAL-P273
[12:23:57] BRONCO-156 🚀 departing from DAL-P261
[12:23:57] LONGHORN-207 moving 🚀 North (742 units)
[12:23:57] LONGHORN-207 🚀 heading to parking DAL-P220
[12:23:57] COWBOY-241 🚀 departing from DAL-P188
[12:23:57] BRONCO-246 ✓ landed at DAL-P118 (parking for ~58s)
[12:23:57] RANGER-64 ✓ landed at DAL-P119 (parking for ~84s)
[12:23:57] BRONCO-76 moving 🚀 Northwest (152 units)
[12:23:57] BRONCO-76 🚀 heading to parking DAL-P284
[12:23:57] RANGER-274 moving 🚀 Southeast (615 units)
[12:23:57] COWBOY-81 ✓ landed at DAL-P183 (parking for ~38s)
[12:23:57] ARMADILLO-98 🚀 departing from DAL-P182
[12:23:57] COWBOY-101 🚀 departing from DAL-P175
[12:23:57] LONGHORN-17 moving 🚀 West (716 units)
[12:23:57] COWBOY-101 moving 🚀 West (403 units)
[12:23:57] COWBOY-101 🚀 heading to parking DAL-P7
[12:23:57] STARS-143 moving 🚀 North (710 units)
[12:23:57] STARS-143 🚀 heading to parking DAL-P161
[12:23:57] ARMADILLO-98 moving 🚀 North (829 units)
[12:23:57] ARMADILLO-98 🚀 heading to parking DAL-P274
[12:23:57] MAVS-252 🚀 departing from DAL-P207
[12:23:57] RANGER-274 moving 🚀 South (864 units)
[12:23:57] RANGER-274 🚀 heading to parking DAL-P108
[12:23:57] PRAIRIE-149 🚀 departing from DAL-P232
[12:23:57] MAVS-252 moving 🚀 Southeast (460 units)
[12:23:57] MAVS-252 🚀 heading to parking DAL-P67
[12:23:58] COWBOY-241 moving 🚀 North (986 units)
[12:23:58] COWBOY-241 🚀 heading to parking DAL-P217
[12:23:58] HORIZON-140 🚀 departing from DAL-P267
[12:23:58] PRAIRIE-149 moving 🚀 Northwest (522 units)
[12:23:58] PRAIRIE-149 🚀 heading to parking DAL-P178
[12:23:58] BRONCO-156 moving 🚀 Northeast (1129 units)
[12:23:58] BRONCO-156 🚀 heading to parking DAL-P177
[12:23:58] MUSTANG-215 ✓ landed at DAL-P111 (parking for ~72s)
[12:23:58] PRAIRIE-79 ✓ landed at DAL-P281 (parking for ~68s)
[12:23:58] BRONCO-186 ✓ landed at DAL-P171 (parking for ~90s)
[12:23:58] BRONCO-226 ✓ landed at DAL-P32 (parking for ~58s)
[12:23:58] HORIZON-100 🚀 departing from DAL-P260
[12:23:58] COWBOY-231 🚀 departing from DAL-P125
[12:23:58] PRAIRIE-49 🚀 departing from DAL-P206
[12:23:58] MAVS-182 🚀 departing from DAL-P182
[12:23:58] COWBOY-231 moving 🚀 Southeast (1065 units)
[12:23:58] COWBOY-231 🚀 heading to parking DAL-P204
[12:23:58] PRAIRIE-49 moving 🚀 Southwest (1090 units)
[12:23:58] PRAIRIE-49 🚀 heading to parking DAL-P298
